inhibitor_id,warhead,site,gene,smiles
CI000398,Ester,SER-530,PTGS1,CCCCCCCS(=O)c1ccccc1OC(C)=O
CI000399,Ester,SER-530,PTGS1,CC(=O)Oc1ccccc1SCCCCCBr
CI000402,Ester,SER-530,PTGS1,CCC(=O)Oc1ccccc1SC
CI000403,Ester,SER-530,PTGS1,CSc1ccccc1OC(=O)CCl
CI000405,Ester,SER-530,PTGS1,CCCCCCCN(C)c1ccccc1OC(C)=O
CI000406,Ester,SER-530,PTGS1,CC(=O)Oc1ccccc1SC1CCCCCC1
CI000408,Ester,SER-530,PTGS1,CCCCC#CCSc1ccccc1OC(=O)CBr
CI000409,Ester,SER-530,PTGS1,CSc1ccccc1OC(=O)CBr
CI000414,Ester,SER-530,PTGS1,CC(=O)Oc1ccccc1SCCCc1ccccc1
CI000416,Ester,SER-530,PTGS1,CCCCCCCCSc1ccccc1OC(C)=O
CI000417,Ester,SER-530,PTGS1,CCCCCCCCCSc1ccccc1OC(C)=O
CI000419,Ester,SER-530,PTGS1,CC(=O)Oc1ccccc1SCCCCCO
CI000422,Ester,SER-530,PTGS1,CCCCCCCCc1ccccc1OC(C)=O
CI000423,Ester,SER-530,PTGS1,CCCOCCCSc1ccccc1OC(C)=O
CI000424,Ester,SER-530,PTGS1,CC(=O)Oc1ccccc1SCCCOc1ccccc1
CI000428,Ester,SER-530,PTGS1,CSc1ccccc1OC(=O)C(F)(F)F
CI000430,Ester,SER-530,PTGS1,CC(=O)Oc1ccccc1SCCCCC#N
CI000431,Ester,SER-530,PTGS1,CCCCC#CCSc1ccccc1OC(=O)CC
CI000822,Ester,SER-530,PTGS1,CCCCC#CCSc1ccccc1OC(=O)CN
CI001392,Carbamoyl tetrazole,SER-241,Faah,O=C(N1CCCCC1)n1nnnc1Cc1ccc(-c2ccccc2)cc1
CI001393,Carbamoyl tetrazole,SER-241,Faah,CN(C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1)C1CCCCC1
CI001394,Carbamoyl tetrazole,SER-241,Faah,CN(CCCCc1ccccc1)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1
CI001395,Carbamoyl tetrazole,SER-241,Faah,CN(Cc1ccc2ccccc2c1)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1
CI001396,Carbamoyl tetrazole,SER-241,Faah,O=C(N1CCCCC1)n1nnc(Cc2ccc(-c3ccccc3)cc2)n1
CI001397,Carbamoyl tetrazole,SER-241,Faah,CN(C(=O)n1nnc(Cc2ccc(-c3ccccc3)cc2)n1)C1CCCCC1
CI001398,Carbamoyl tetrazole,SER-241,Faah,CN(CCCCc1ccccc1)C(=O)n1nnc(Cc2ccc(-c3ccccc3)cc2)n1
CI001399,Carbamoyl tetrazole,SER-241,Faah,CN(Cc1ccc2ccccc2c1)C(=O)n1nnc(Cc2ccc(-c3ccccc3)cc2)n1
CI001400,Carbamoyl tetrazole,SER-241,Faah,CC(=O)c1cccc(-c2ccc(Cc3nnnn3C(=O)N(C)C)cc2)c1
CI001401,Carbamoyl tetrazole,SER-241,Faah,COC(=O)c1cccc(-c2ccc(Cc3nnnn3C(=O)N(C)C)cc2)c1
CI001402,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnnc1Cc1ccc(-c2cccc(CO)c2)cc1
CI001403,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccc(CO)cc2)cc1
CI001404,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2O)cc1
CI001405,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnnc1Cc1ccc(-c2cccc(O)c2)cc1
CI001406,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccc(O)cc2)cc1
CI001407,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnnc1Cc1ccc(-c2cccc(C(N)=O)c2)cc1
CI001408,Carbamoyl tetrazole,SER-241,Faah,Cc1ccccc1-c1ccc(Cc2nnnn2C(=O)N(C)C)cc1
CI001409,Carbamoyl tetrazole,SER-241,Faah,Cc1cccc(-c2ccc(Cc3nnnn3C(=O)N(C)C)cc2)c1
CI001410,Carbamoyl tetrazole,SER-241,Faah,Cc1ccc(-c2ccc(Cc3nnnn3C(=O)N(C)C)cc2)cc1
CI001411,Carbamoyl tetrazole,SER-241,Faah,CC(=O)c1cccc(-c2ccc(Cc3nnn(C(=O)N(C)C)n3)cc2)c1
CI001412,Carbamoyl tetrazole,SER-241,Faah,COC(=O)c1cccc(-c2ccc(Cc3nnn(C(=O)N(C)C)n3)cc2)c1
CI001413,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnc(Cc2ccc(-c3cccc(CO)c3)cc2)n1
CI001414,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnc(Cc2ccc(-c3ccc(CO)cc3)cc2)n1
CI001415,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnc(Cc2ccc(-c3ccccc3O)cc2)n1
CI001416,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnc(Cc2ccc(-c3cccc(O)c3)cc2)n1
CI001417,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnc(Cc2ccc(-c3ccc(O)cc3)cc2)n1
CI001418,Carbamoyl tetrazole,SER-241,Faah,CN(C)C(=O)n1nnc(Cc2ccc(-c3cccc(C(N)=O)c3)cc2)n1
CI001419,Carbamoyl tetrazole,SER-241,Faah,Cc1ccccc1-c1ccc(Cc2nnn(C(=O)N(C)C)n2)cc1
CI001420,Carbamoyl tetrazole,SER-241,Faah,Cc1cccc(-c2ccc(Cc3nnn(C(=O)N(C)C)n3)cc2)c1
CI001421,Carbamoyl tetrazole,SER-241,Faah,Cc1ccc(-c2ccc(Cc3nnn(C(=O)N(C)C)n3)cc2)cc1
CI000379,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(-c2ccccn2)o1
CI000705,Carbonyl,SER-241,Faah,O=C(O)c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI000706,Carbonyl,SER-241,Faah,COC(=O)c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001378,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(-c2ccc(CBr)cn2)o1
CI001379,Carbonyl,SER-241,Faah,N#CCc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001457,Carbonyl,SER-241,Faah,O=CCCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001458,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(-c2ccc(CCl)cn2)o1
CI001459,Carbonyl,SER-241,Faah,O=C(O)CCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001460,Carbonyl,SER-241,Faah,CSCc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001461,Carbonyl,SER-241,Faah,N#C/C=C/c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001464,Carbonyl,SER-241,Faah,CSC(=O)CCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001467,Carbonyl,SER-241,Faah,N#Cc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001468,Carbonyl,SER-241,Faah,COCOCc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001470,Carbonyl,SER-241,Faah,CS(=O)/C=C/c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001471,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(-c2ccc(CO)cn2)o1
CI001473,Carbonyl,SER-241,Faah,COC(=O)CCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001474,Carbonyl,SER-241,Faah,N#CCCCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001475,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(CCCCCO)o1
CI001476,Carbonyl,SER-241,Faah,CSC(=O)c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001477,Carbonyl,SER-241,Faah,O=C(O)Cc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001478,Carbonyl,SER-241,Faah,CSC(=O)Cc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001480,Carbonyl,SER-241,Faah,COCOCCCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001481,Carbonyl,SER-241,Faah,CSCCCCCc1cnc(C(=O)CCCCCCc2ccccc2)o1
CI001482,Carbonyl,SER-241,Faah,O=Cc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001483,Carbonyl,SER-241,Faah,COC(=N)c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001484,Carbonyl,SER-241,Faah,COC(=N)Cc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001485,Carbonyl,SER-241,Faah,CCOC(=O)/C=C/c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001486,Carbonyl,SER-241,Faah,CS(=O)(=O)/C=C/c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI001487,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(CCCCCBr)o1
CI001488,Carbonyl,SER-241,Faah,O=C(CCCCCCc1ccccc1)c1ncc(CCCCCCl)o1
CI001489,Carbonyl,SER-241,Faah,CCOS(=O)(=O)/C=C/c1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)nc1
CI000726,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1ccccc1O
CI000762,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCc1ccccc1
CI000763,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1ccccc1
CI000764,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCCc1ccccc1
CI000765,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1ccc(OCc2ccccc2)cc1
CI000766,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1cccc(OCc2ccccc2)c1
CI000767,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1ccccc1OCc1ccccc1
CI000768,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1ccc(O)cc1
CI000769,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCCCc1cccc(O)c1
CI000770,Sulfonyl Fluoride ,SER-241,Faah,O=S(=O)(F)CCCCCc1ccc(O)cc1
CI000164,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc(SC(F)(F)F)cc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000165,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000166,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000512,Urea carbonyl,SER-241,Faah,O=C(Nc1cccnc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000620,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI000678,Urea carbonyl,SER-241,Faah,Cc1cccc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)c1
CI000679,Urea carbonyl,SER-241,Faah,COc1ccccc1NC(=O)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000680,Urea carbonyl,SER-241,Faah,O=C(Nc1cccc(Cl)c1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000681,Urea carbonyl,SER-241,Faah,Cc1ccc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)cc1
CI000682,Urea carbonyl,SER-241,Faah,Cc1ccccc1NC(=O)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000683,Urea carbonyl,SER-241,Faah,CSc1ccccc1NC(=O)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000684,Urea carbonyl,SER-241,Faah,COc1cccc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)c1
CI000685,Urea carbonyl,SER-241,Faah,Cc1ccc(-c2nsc(N3CCN(C(=O)Nc4ccccc4)CC3)n2)cc1
CI000686,Urea carbonyl,SER-241,Faah,COc1ccc(-c2nsc(N3CCN(C(=O)Nc4ccccc4)CC3)n2)cc1
CI000687,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1)N1CCN(c2nc(-c3ccc(Cl)cc3)ns2)CC1
CI000688,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1F)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000689,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc(Cl)cc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000690,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1C(F)(F)F)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000691,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc([N+](=O)[O-])cc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000692,Urea carbonyl,SER-241,Faah,O=C(Nc1ncccn1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000693,Urea carbonyl,SER-241,Faah,O=C(Nc1ccncc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000694,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1)N1CCN(c2nc(-c3ccc(F)cc3)ns2)CC1
CI000695,Urea carbonyl,SER-241,Faah,Cc1cccc(-c2nsc(N3CCN(C(=O)Nc4ccccc4)CC3)n2)c1
CI000696,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1Cl)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000697,Urea carbonyl,SER-241,Faah,O=C(Nc1cccc(F)c1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000698,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc(F)cc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000699,Urea carbonyl,SER-241,Faah,COc1ccc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)cc1
CI000727,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI000739,Urea carbonyl,SER-241,FAAH,Cc1cccc(Oc2cccc(C=C3CCN(C(=O)Nc4cccnn4)CC3)c2)n1
CI000740,Urea carbonyl,SER-241,FAAH,Cc1cccnc1Oc1cccc(C=C2CCN(C(=O)Nc3cccnn3)CC2)c1
CI000741,Urea carbonyl,SER-241,FAAH,Cc1ccc(Oc2cccc(C=C3CCN(C(=O)Nc4cccnn4)CC3)c2)nc1
CI000742,Urea carbonyl,SER-241,FAAH,CCOc1ccc(Oc2cccc(C=C3CCN(C(=O)Nc4cccnn4)CC3)c2)nc1
CI000743,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cc3)c2)CC1
CI000744,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)nc3)c2)CC1
CI000746,Urea carbonyl,SER-241,FAAH,Cc1ccnc(Oc2cccc(C=C3CCN(C(=O)Nc4cccnn4)CC3)c2)c1
CI000747,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI000748,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)c1C
CI000749,Urea carbonyl,SER-241,FAAH,Cc1ccc(NC(=O)N2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cn1
CI000750,Urea carbonyl,SER-241,FAAH,O=C(Nc1cnccn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI000751,Urea carbonyl,SER-241,FAAH,COc1ccc(NC(=O)N2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cn1
CI000752,Urea carbonyl,SER-241,FAAH,O=C(Nc1ccccc1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI000772,Urea carbonyl,SER-241,Faah,O=C(Nc1ccon1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI000773,Urea carbonyl,SER-241,Faah,O=C(Nc1ccn[nH]1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI000774,Urea carbonyl,SER-241,Faah,O=C(Nc1nn[nH]n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI000775,Urea carbonyl,SER-241,Faah,O=C(Nc1noc2ccccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI000778,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI000889,Urea carbonyl,SER-241,Faah,O=C(Nc1ccccc1OC(F)(F)F)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000890,Urea carbonyl,SER-241,Faah,O=C(Nc1ccncn1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000891,Urea carbonyl,SER-241,Faah,COc1cc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)ncn1
CI000892,Urea carbonyl,SER-241,Faah,N#Cc1cncnc1NC(=O)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000893,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc(Cl)nn1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000894,Urea carbonyl,SER-241,Faah,O=C(Nc1nccnn1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000895,Urea carbonyl,SER-241,Faah,O=C(Nc1cnccn1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000896,Urea carbonyl,SER-241,Faah,O=C(Nc1cccc2nsnc12)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000897,Urea carbonyl,SER-241,Faah,O=C(Nc1ccn[nH]1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000898,Urea carbonyl,SER-241,Faah,O=C(Nc1cc(-c2ccccc2)[nH]n1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000899,Urea carbonyl,SER-241,Faah,O=C(Nc1nc(-c2ccccc2)cs1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000900,Urea carbonyl,SER-241,Faah,Cc1cnc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)s1
CI000901,Urea carbonyl,SER-241,Faah,O=C(Nc1ccon1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000902,Urea carbonyl,SER-241,Faah,O=C(Nc1nn[nH]n1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
CI000962,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(Oc4ccc(C(F)(F)F)cn4)c2)C3)c1C
CI000963,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(OC(F)(F)F)c2)C3)c1C
CI000964,Urea carbonyl,SER-241,FAAH,COc1cccc(C2CC3(CCN(C(=O)Nc4onc(C)c4C)CC3)C2)c1
CI000965,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(C(F)(F)F)c2)C3)c1C
CI000966,Urea carbonyl,SER-241,FAAH,Cc1cccc(C2CC3(CCN(C(=O)Nc4onc(C)c4C)CC3)C2)c1
CI000967,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(Cl)c2)C3)c1C
CI000968,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2ccc(F)c(Cl)c2)C3)c1C
CI000969,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2ccc(Cl)c(Cl)c2)C3)c1C
CI000970,Urea carbonyl,SER-241,FAAH,CCc1cccc(C2CC3(CCN(C(=O)Nc4onc(C)c4C)CC3)C2)c1
CI000971,Urea carbonyl,SER-241,FAAH,Cn1nnnc1NC(=O)N1CCC2(CC1)CC(c1cccc(C(F)(F)F)c1)C2
CI000972,Urea carbonyl,SER-241,FAAH,CCc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(OC(F)(F)F)c2)C3)c1C
CI000973,Urea carbonyl,SER-241,FAAH,Cn1nnnc1NC(=O)N1CCC2(CC1)CC(c1cccc(OC(F)(F)F)c1)C2
CI000974,Urea carbonyl,SER-241,FAAH,Cn1nnnc1NC(=O)N1CCC2(CC1)CC(c1ccc(F)c(Cl)c1)C2
CI000975,Urea carbonyl,SER-241,FAAH,CCn1nnnc1NC(=O)N1CCC2(CC1)CC(c1cccc(OC(F)(F)F)c1)C2
CI000976,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(OC(F)(F)F)c2)CO3)c1C
CI000977,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2ccc(F)c(Cl)c2)CO3)c1C
CI000978,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(C(F)(F)F)c2)CO3)c1C
CI000979,Urea carbonyl,SER-241,FAAH,Cn1nnnc1NC(=O)N1CCC2(CC1)CC(c1cccc(OC(F)(F)F)c1)CO2
CI000980,Urea carbonyl,SER-241,FAAH,Cn1nnnc1NC(=O)N1CCC2(CC1)CC(c1cccc(Cl)c1)CO2
CI000981,Urea carbonyl,SER-241,FAAH,Cn1nnnc1NC(=O)N1CCC2(CC1)CC(c1cccc(C(F)(F)F)c1)CO2
CI000982,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2cccc(Cl)c2)CO3)c1C
CI000983,Urea carbonyl,SER-241,FAAH,Cc1noc(NC(=O)N2CCC3(CC2)CC(c2ccc(Cl)c(Cl)c2)CO3)c1C
CI000984,Urea carbonyl,SER-241,Faah,O=C(Nc1cccnc1)N1CCCC(Cc2cccc(Oc3ccc(F)cc3)c2)C1
CI000985,Urea carbonyl,SER-241,Faah,O=C(Nc1cnc2cccnn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001011,Urea carbonyl,SER-241,Faah,O=C(Nc1cccc2cn[nH]c12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001012,Urea carbonyl,SER-241,Faah,O=C(Nc1ccc2nccn2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001013,Urea carbonyl,SER-241,Faah,O=C(Nc1cccn2ccnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001014,Urea carbonyl,SER-241,Faah,O=C(Nc1cn2ccccc2n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001015,Urea carbonyl,SER-241,Faah,O=C(Nc1cnc2ccccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001016,Urea carbonyl,SER-241,Faah,O=C(Nc1cnc2[nH]ccc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001017,Urea carbonyl,SER-241,Faah,Cc1nc2cc(NC(=O)N3CCN(Cc4cccc(Oc5ccc(Cl)cc5)c4)CC3)ccc2o1
CI001018,Urea carbonyl,SER-241,Faah,O=C(Nc1cccc2nccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001019,Urea carbonyl,SER-241,Faah,O=C(Nc1ccn2ccnc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001020,Urea carbonyl,SER-241,Faah,O=C(Nc1cc2nccn2cn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001021,Urea carbonyl,SER-241,Faah,O=C(Nc1ccn2ccnc2n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001022,Urea carbonyl,SER-241,Faah,O=C(Nc1ccnc2nccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001023,Urea carbonyl,SER-241,Faah,O=C(Nc1nocc1Cl)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001024,Urea carbonyl,SER-241,Faah,O=C(Nc1noc2ncccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001025,Urea carbonyl,SER-241,Faah,O=C(Nc1noc2cnccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001026,Urea carbonyl,SER-241,Faah,O=C(Nc1noc2ccncc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001027,Urea carbonyl,SER-241,Faah,O=C(Nc1noc2cccnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001030,Urea carbonyl,SER-241,Faah,O=C(Nc1cccnc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
CI001094,Urea carbonyl,SER-241,Faah,O=C(Nc1cccnc1)N1CCN(Cc2cccc(Oc3ccc(C(F)(F)F)cc3)c2)CC1
CI001133,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CCC/C(=C\c2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
CI001134,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CCC/C(=C/c2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
CI001135,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C4CC4)cn3)c2)CC1
CI001136,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
CI001137,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccccc3)c2)CC1
CI001139,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CC/C(=C/c2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
CI001141,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
CI001142,Urea carbonyl,SER-241,FAAH,O=C(Nc1ccccn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI001143,Urea carbonyl,SER-241,FAAH,O=C(Nc1noc2ccccc12)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CI001145,Urea carbonyl,SER-241,FAAH,O=C(Nc1cccnc1)N1CC/C(=C\c2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
